caso,turno_id,global_id,fase,operador_texto,contexto_paciente_previo,actos_verbales,split
Carolina,Carolina_034,1201,C,Yo se lo reduzco a una frase para el personal del albergue: “Estoy con un niño mojado y una adulta mayor con dificultad para caminar que perdió medicamentos de presión. Yo estoy mareada”.,No puedo acordarme de todo.,otro,train
Carolina,Carolina_035,1202,C,Eso. Esa frase ordena lo urgente.,repite bajo Estoy con un niño mojado y una adulta mayor con dificultad para caminar que perdió medicamentos de presión. Yo estoy mareada.,otro,train
Carolina,Carolina_036,1203,C,"Carolina, vuelva a mi voz. ¿Ve agua entrando al lugar donde está ahora?",Está lloviendo más. Va a subir. Va a entrar acá también.,pregunta_cerrada,train
Carolina,Carolina_037,1204,C,"Entonces no vaya a mirar sola. Busque a alguien con chaleco, radio o uniforme y haga una pregunta corta: “¿Este lugar sigue siendo seguro o nos trasladan?”",No sé. No quiero mirar. Si miro me voy a poner peor.,pregunta_cerrada,train
Carolina,Carolina_038,1205,C,Sí puede hacer una pregunta. No tiene que explicar todo. Solo una frase. ¿Ve a alguien del equipo?,No puedo hablar con nadie.,pregunta_abierta|pregunta_cerrada,train
Carolina,Carolina_039,1206,C,Acérquese sin separarse de su hijo y su mamá. Dígale: “Estoy con un niño y una adulta mayor. ¿Dónde esperamos el traslado?”,Sí. Un bombero.,directivo,train
Carolina,Carolina_040,1207,C,Muy bien. Información concreta: se quedan en ese sector y no se separan.,volviendo al teléfono Dijo que nos trasladan juntos.,otro,train
Carolina,Carolina_041,1208,C,Todavía no sabemos. Ahora mismo la instrucción es quedarse juntos en ese sector. Esa es la acción siguiente.,¿Pero a dónde nos llevan?,otro,train
Carolina,Carolina_042,1209,C,"No vuelva. Si la evacuaron por inundación, volver puede ser peligroso. La forma de ayudar ahora es informar lo que quedó: medicamentos, documentos y la mascota. Volver usted pondría en riesgo a su hijo, a su mamá y a usted.","Tengo que volver. Los remedios, los papeles, la gata…",directivo,train
Carolina,Carolina_043,1210,C,Sí. Y eso duele. Pero en una evacuación rápida no sacar cosas no es fallar. Es priorizar la vida.,Pero dejé todo.,validacion,train
Carolina,Carolina_044,1211,C,Su mente está buscando un momento donde podría haber tenido control. Pero el agua entró rápido y era de madrugada. No estaba haciendo una mudanza; estaba evacuando una emergencia. B — SEGUNDA REGULACIÓN / CUANDO YA ESTÁ MÁS UBICADA,"Si hubiera despertado antes, habría sacado más cosas.",otro,train
Carolina,Carolina_045,1212,C,"Carolina, ahora que tiene una instrucción concreta y está en el sector indicado, vamos a probar una vuelta de respiración 4-4-4. Solo si puede. Si se marea, la dejamos.","Si hubiera despertado antes, habría sacado más cosas.",otro,train
Carolina,Carolina_046,1213,C,Inhale contando cuatro: uno… dos… tres… cuatro. Mantenga: uno… dos… tres… cuatro. Suelte: uno… dos… tres… cuatro.,Ya… intento.,directivo,train
Carolina,Carolina_047,1214,C,"Está bien. La técnica no tiene que salir perfecta. Volvemos a una versión más simple: inhale dos, suelte cuatro. Inhale… uno, dos. Suelte… uno, dos, tres, cuatro.",No puedo mantener tanto.,otro,train
Carolina,Carolina_048,1215,C,Bien. Su cuerpo manda el ritmo. La respiración no es para quedarse quieta ni para ignorar la emergencia; es para que pueda seguir haciendo lo siguiente sin desbordarse.,Eso sí.,otro,train
Carolina,Carolina_049,1216,C,"Su hijo no necesita verla perfecta. Necesita verla presente. Puede decirle: “Estoy asustada, pero estoy contigo y estoy pidiendo ayuda”.",Me siento mala mamá. Mi hijo me ve así.,reflejo,train
Carolina,Carolina_050,1217,C,Muy bien. Eso es honesto y seguro.,"Sí, pero estamos juntos.",otro,train
Carolina,Carolina_051,1218,D,"Carolina, ahora vamos a pedir ayuda concreta. Primero abrigo para su hijo. ¿Está cerca alguien del albergue?","Sí, pero estamos juntos.",pregunta_cerrada,train
Carolina,Carolina_052,1219,D,Dígale: “Mi hijo está mojado y con frío. Necesito una frazada o ropa seca”.,"Sí, una señora con chaleco.",otro,train
Carolina,Carolina_053,1220,D,Bien. Esa fue una acción de cuidado.,Van a traer una frazada.,otro,train
Carolina,Carolina_054,1221,D,Puede seguir llorando y estar recibiendo cuidado. Usted no tiene que apagar el llanto. Tiene que sostenerlo y darle seguridad.,Pero él sigue llorando.,otro,train
Carolina,Carolina_055,1222,D,"Ahora, segunda necesidad: su mamá y los medicamentos. Cuando vea a la encargada o a alguien de salud, diga la frase: “Mi mamá es adulta mayor, camina con dificultad y perdió sus medicamentos para la presión”.",Pero él sigue llorando.,otro,train
Carolina,Carolina_056,1223,D,¿Puede decirla ahora?,Ya.,pregunta_cerrada,train
Carolina,Carolina_057,1224,D,"Está bien. Aunque no sepan el nombre, ya avisó. Pueden revisar después con consultorio, ficha o familiar.",No sabemos el nombre. Era una cajita azul.,confrontacion,train
Carolina,Carolina_058,1225,D,"No necesita saber todo ahora. Necesitaba avisar que existe el problema, y ya lo hizo.",No sé nada. Ni el remedio sé.,otro,train
Carolina,Carolina_059,1226,D,"Carolina, ¿hay algún familiar o persona de confianza que deba saber dónde están?",No sé nada. Ni el remedio sé.,pregunta_abierta|pregunta_cerrada,train
Carolina,Carolina_060,1227,D,"Entiendo. Como usted está hablando conmigo desde este celular, no voy a pedirle que llame o escriba desde el mismo teléfono ahora. Primero veamos alternativas. ¿Hay alguien del albergue con un registro de familias o un teléfono disponible?",Mi hermana. Pero no quiero asustarla.,validacion|pregunta_abierta|pregunta_cerrada,train
Carolina,Carolina_061,1228,D,"Bien. Cuando vuelva la encargada, puede decirle: “Necesito registrar un contacto familiar. Estoy en llamada de apoyo y no quiero cortar todavía”.",Creo que la encargada está anotando nombres.,otro,train
Carolina,Carolina_062,1229,D,"Si alguien del albergue puede llamar a su hermana desde otro teléfono, el mensaje será breve: “Carolina, su hijo y su mamá están vivos y en albergue. Necesitan que estés pendiente y que no te expongas para venir”.",Ya.,otro,train
Carolina,Carolina_063,1230,D,Entonces agregamos: “No vengas si hay riesgo. Espera indicaciones”. La red puede estar pendiente sin exponerse. La encargada vuelve con una frazada.,No quiero que venga por el agua.,otro,train
Carolina,Carolina_064,1231,D,"Si no lo recuerda, no se fuerce. Pregunte si pueden registrar su nombre y después buscar el contacto desde su celular cuando termine esta llamada o cuando esté más estable.",Es mi hermana. Se llama Paula. El número… no sé si me lo sé.,otro,train
Carolina,Carolina_065,1232,D,Muy bien. Activó la red institucional y dejó pendiente el contacto familiar sin cortar esta llamada.,No se preocupe. Dejamos su nombre y cuando pueda revisamos el contacto.,otro,train
Carolina,Carolina_066,1233,D,"Entonces priorizamos. Pida al albergue que registre sus datos, el nombre de su hijo, el nombre de su mamá y un contacto familiar. Pregunte si hay punto de carga. Si la llamada se corta, siga el plan: no separarse, pedir abrigo, medicamentos, traslado y salud.",Me queda poca batería.,otro,train
Carolina,Carolina_067,1234,D,"Carolina, si la encargada le presta un teléfono, no necesita cortar esta llamada. Puede pedirle a ella que haga el llamado o que lo ponga en altavoz cerca. El mensaje debe ser corto.","Si quiere, puede llamar desde mi teléfono.",otro,train
Carolina,Carolina_068,1235,D,"Carolina, no intente convencerla de que no pasó nada. Diga algo simple: “Mamá, estamos juntas. Voy a avisar por tus remedios. La casa la revisan después”.","Mamá, no puedo ahora, por favor.",otro,train
Carolina,Carolina_069,1236,D,"Bien. Para su mamá, repita información corta: dónde están, que están juntas y cuál es el siguiente paso.","Sí, juntas.",otro,train
Carolina,Carolina_070,1237,D,Puede decir: “No lo sabemos todavía. No vamos a volver ahora. Vamos a esperar instrucciones”.,No sé…,otro,train
Carolina,Carolina_071,1238,D,Pedir ayuda por un niño mojado y una adulta mayor sin medicamentos no es molestar. Es entregar información para que prioricen bien.,Hay gente peor. No quiero molestar.,otro,train
Carolina,Carolina_072,1239,E,"Carolina, quiero explicarle algo breve. Después de una evacuación por inundación, el cuerpo puede seguir en modo alarma: palpitaciones, temblor, mareo, náuseas, llanto, rabia, frío, confusión o culpa por lo que quedó en la casa.",Me late muy fuerte el corazón. Siento que me ahogo.,otro,train
Carolina,Carolina_073,1240,E,"Eso también puede pasar. Por eso usamos frases cortas y prioridades: personas, abrigo, medicamentos, traslado y red familiar.",No puedo pensar.,validacion,train
Carolina,Carolina_074,1241,E,"No puedo evaluarla médicamente por teléfono. Como está mareada, mojada y con palpitaciones, si aparece dolor fuerte en el pecho, desmayo, dificultad real para respirar o el mareo aumenta, avise al personal de salud del albergue.",¿Me va a dar algo?,otro,train
Carolina,Carolina_075,1242,E,"No vamos a asumir que todo es emocional. Vamos a cuidarla completa: cuerpo, seguridad y acompañamiento.",Ya.,otro,train
Carolina,Carolina_076,1243,E,"Es entendible, pero recuerde: su hijo no necesita que usted no sienta miedo. Necesita que usted le repita que están juntos, que no van a volver a la casa ahora y que los adultos están ayudando.",Me da vergüenza estar así delante de mi hijo.,otro,train
Carolina,Carolina_077,1244,E,"Su mente está intentando anticipar todos los peligros a la vez. Eso pasa cuando la alarma está muy alta. Vamos a separar. Lo que ya hizo: salió de la casa, está con su hijo y su mamá, pidió abrigo, avisó por medicamentos, registró contacto familiar. Lo que sigue: pedir apoyo para el traslado y no separarse.",¿Y si el bus queda atrapado? ¿Y si mi mamá se cae? ¿Y si mi hijo se enferma? ¿Y si el agua llega acá?,otro,train
Carolina,Carolina_078,1245,E,No necesita hacer más de una cosa a la vez. Puede seguir temblando y aun así hacer la siguiente acción.,No puedo hacer más.,confrontacion,train
Carolina,Carolina_079,1246,E,Esta es una acción concreta. Diga: “Somos sector tres. Estoy con una adulta mayor con dificultad para caminar y un niño. Necesitamos apoyo para traslado”.,Somos sector tres. Mi mamá no va a poder caminar. No puedo.,otro,train
Carolina,Carolina_080,1247,E,Lo hacemos por partes. “Somos sector tres”.,No me va a salir.,otro,train
Carolina,Carolina_081,1248,E,“Necesitamos apoyo para traslado”.,Somos sector tres.,otro,train
Carolina,Carolina_082,1249,E,Ahora al encargado.,Necesitamos apoyo para traslado.,otro,train
Carolina,Carolina_083,1250,E,Muy bien. Acaba de conseguir apoyo para su mamá.,Van a traer silla.,otro,train
Carolina,Carolina_084,1251,E,"Sí. Y aun temblando, consiguió apoyo. Eso también es funcionar en emergencia. B — TERCERA REGULACIÓN / ANCLAJE CON OBJETO",Estoy temblando entera.,otro,train
Carolina,Carolina_085,1252,E,"Carolina, envuelva a su hijo con la frazada si él la acepta. Después toque la frazada con una mano.",Gracias.,otro,train
Carolina,Carolina_086,1253,E,"Bien. Ahora esa frazada es una señal de este momento: ya están fuera del agua, en un lugar de resguardo, y hay personas ayudando.",Ya. Está con la frazada.,otro,train
Carolina,Carolina_087,1254,E,Dígale: “Ahora tienes una frazada. Estamos esperando el traslado. Estoy contigo”.,Está helado.,otro,train
Carolina,Carolina_088,1255,E,"Respire. No tiene que resolver eso. Diga: “No lo sé, mi amor. Vamos a avisar. Ahora te tengo a ti conmigo”.",No puedo.,directivo,train
Carolina,Carolina_089,1256,E,"Carolina, quiero dejarle algo para las próximas horas y días. Cuando termine el traslado, puede que su cuerpo siga como si la emergencia siguiera: miedo con la lluvia, sobresaltos, ganas de volver a la casa, culpa por no sacar cosas, llanto o cansancio repentino.","No lo sé, mi amor. Vamos a avisar. Ahora te tengo a ti conmigo.",otro,train
Carolina,Carolina_090,1257,E,Es esperable querer volver. Pero no vuelva hasta que la autoridad diga que es seguro. Informe a bomberos o al personal del albergue que quedó una mascota. Esa es la forma segura de actuar.,Yo quiero volver por la gata.,validacion,train
Carolina,Carolina_091,1258,E,"Tal vez la culpa aparezca fuerte estos días, pero recuerde el contexto: agua entrando de madrugada, un niño, una adulta mayor y evacuación urgente. Usted priorizó vidas. Eso no borra el dolor por Luna, pero sí ubica la decisión en una emergencia real.",Me va a dar culpa toda la vida.,otro,train
Carolina,Carolina_092,1259,E,"Con su hijo puede que pasen varias cosas: que pregunte muchas veces por la casa o por Luna, que llore, que se enoje, que quiera dormir pegado a usted, que tenga pesadillas o que se asuste con la lluvia.",Me va a dar culpa toda la vida.,otro,train
Carolina,Carolina_093,1260,E,"Entonces le ayudará mucho repetir frases simples y parecidas: “Estamos juntos”, “estamos en un lugar seguro”, “los adultos van a revisar”, “también nos importa Luna y ya avisamos”. No lo rete por preguntar de nuevo.",Él ya es ansioso.,otro,train
Carolina,Carolina_094,1261,E,Probablemente. No significa que no entendió. Significa que necesita oírlo más de una vez para sentirse seguro.,Me va a preguntar toda la noche.,otro,train
Carolina,Carolina_095,1262,E,"Con su mamá, puede aparecer confusión, repetición de preguntas, angustia por la casa o temor por sus medicamentos. A ella le ayuda información concreta: dónde están, que no está sola, que van a revisar sus medicamentos y que no volverán hasta que sea seguro.",Me va a preguntar toda la noche.,otro,train
Carolina,Carolina_096,1263,E,"Por eso no lo deje solo como preocupación familiar. Es un tema de salud. Debe quedar registrado en el albergue: adulta mayor, medicamentos de presión perdidos, dificultad para caminar.",Ella se pone muy nerviosa con la presión.,otro,train
Carolina,Carolina_097,1264,E,"En los próximos días, pida ayuda si usted no puede dormir nada, tiene crisis muy fuertes, siente que no puede cuidar a su hijo, aparecen ideas de hacerse daño, o si las palpitaciones y mareos no bajan. En su hijo, pida apoyo si deja de hablar, se desregula todo el tiempo, no duerme varias noches o vive con miedo constante. En su mamá, si hay dolor fuerte, desorientación marcada, caída, presión alta o falta de medicamentos, pida atención médica.",Ella se pone muy nerviosa con la presión.,otro,train
Carolina,Carolina_098,1265,E,"Eso viene después y con ayuda. En el albergue o municipio le pueden orientar sobre documentos, ropa, útiles, apoyo social, alimentación y evaluación de daños. No lo resuelva sola esta noche.",¿Y los papeles? ¿El colegio? ¿La ropa?,otro,train
Carolina,Carolina_099,1266,E,"Por eso la lista de esta noche es corta: traslado, abrigo, medicamentos, avisar a familia, no volver a la casa. D — LLEGADA DE APOYO PRESENCIAL",Siento que tengo una lista infinita.,otro,train
Carolina,Carolina_100,1267,E,Bien. No corte todavía. Confirme que van a trasladarlas juntas.,Llegaron.,otro,train
Carolina,Carolina_101,1268,E,Perfecto. Ahora su tarea es no separarse de ellos y seguir al equipo.,Dice que vamos juntos.,otro,train
